task_id,subtask_id,declared_app_count,input_types,output_types,inferred_apps,inferred_operations,evaluator_types,inferred_chain,conservative_coverage,coverage_gaps,task_file_sha256
2-1,3,2,.jpg,.pdf,ocr|pdf,ocr.recognize_file|pdf.create_or_transform,evaluate_file_exist|evaluate_file_exist,ocr -> pdf,unsupported,operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.pdf,f49cf12f411cce916a326f676b0eaeb3814168c77897031075e215b76cd507a7
2-10,0,2,.jpg,.xlsx,excel|ocr|pdf,excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_not_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.xlsx,ecc32c60b266f2e16e0dc76745d8fcc319ffac3e213c3d20d5dee28bfcfd704d
2-10,1,2,.jpg,.xlsx,excel|ocr,excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_not_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|write:.xlsx,3493af8d06336ab28908031eb1e6497c6ba1bf9aaf809733bece2e9c93235a9f
2-11,0,2,.jpg|.png,.xlsx,excel|ocr,excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_not_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.xlsx,933be21c0e7c028f2eaa77cc3e0cd9799313782fc14c02fe1e10bd0c525c6888
2-11,1,2,.jpg|.png,.xlsx,excel|ocr,excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_not_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.xlsx,0e610054bcdd8f6220e28f34cd08f1e6d577fd9f8cd3b4a27d459c0b4c05516d
2-12,0,2,.pdf,.ics,calendar|ocr|pdf,calendar.create_event|ocr.recognize_file|pdf.read_file,evaluate_file_exist,pdf -> calendar,partial,operation:calendar.create_event|operation:ocr.recognize_file|write:.ics,614247677e5b8408808d7783344dfdd96d7c9860db8bb5c55aabc6a716ac6cf7
2-13,0,2,.xlsx,.ics,calendar|excel,calendar.create_event|excel.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,excel -> calendar,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics,d1d11d1ed24f89d7e06cdbcf02ccb58b71c4ee0dcc6138a76eb5034816639473
2-13,1,2,.xlsx,.ics,calendar|excel,calendar.create_event|excel.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_not_exist,excel -> calendar,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics,52c306a531a227a58250996a008df9b05cdcf82c2b8ac2a2a07cfaaaa467d1c4
2-14,0,2,.xlsx,.ics,calendar|excel,calendar.create_event|excel.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,excel -> calendar,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics,14165b9ea9b42d085966c1d665fbd95ccde479c00dbb15094039e32c4017e794
2-15,0,2,.ics|.xlsx,.xlsx,calendar|excel,calendar.list_events|excel.create_or_update_file|excel.read_file,evaluate_contain|evaluate_file_exist,calendar+excel -> excel,unsupported,operation:calendar.list_events|operation:excel.create_or_update_file|operation:excel.read_file|read:.ics|read:.xlsx|write:.xlsx,ee63f8845bdc73530593b17402e913521bf588f6e8c1fe779ad63a2edc6ce8c1
2-16,0,2,.ics|.xlsx,.ics,calendar|excel,calendar.create_event|calendar.list_events|excel.read_file,evaluate_contain|evaluate_file_exist,calendar+excel -> calendar,unsupported,operation:calendar.create_event|operation:calendar.list_events|operation:excel.read_file|read:.ics|read:.xlsx|write:.ics,6ce6e00f1b7ab068da6d037ebd641f16b12148a8790da976de5060449e67b442
2-17,0,2,.xlsx,.ics,calendar|excel,calendar.create_event|excel.read_file,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,excel -> calendar,unsupported,operation:calendar.create_event|operation:excel.read_file|read:.xlsx|write:.ics,c2f48ed04b4e37bfb0b826d0afef9f86e87b9d0fc7ed866bc126a1df6a06f477
2-18,0,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,4057e29f5cbc0aaaccbdae3f02cc5d466a37f8c972d9a43c5d4a20bc70fa5302
2-18,1,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,7b05b3b2aaa575be27fc0c8b70799cc80d37068f1b94c2f26d0c9174a12a66ac
2-18,2,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,2b11666526dd0ad9c5dd44ca4f28cb40c672c5dcc2930187ae0348b13eedbe02
2-19,0,2,.xlsx,.docx,excel|llm|word,excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,a80551be4a15c3edf75d3bfd1518bfa13e13d930d32342f3eb282b114134749d
2-2,0,2,.pdf,.docx,ocr|pdf|word,ocr.recognize_file|pdf.read_file|word.create_or_update_file,evaluate_contain,pdf -> word,partial,operation:ocr.recognize_file,c5b6ca9debf7d94f663d3326c97d61651eff102b38aaa50e6aed9158ee1d5bb3
2-2,1,2,.pdf,.docx,ocr|pdf|word,ocr.recognize_file|pdf.read_file|word.create_or_update_file,evaluate_contain,pdf -> word,partial,operation:ocr.recognize_file,bbbe4b9a61e0567d1b263ea75ebee70eee6440c0d446d0d307946c613a4466a5
2-20,0,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,ebeb4ef6cec947ff82b6b7212f3bde10a39082c069ee91a79cc9b8c54266b151
2-20,1,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,ab29075c2c951d0d1df981f8ea8004e74fa512fb426d8f8fb9866b47f0e09a44
2-20,2,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,460c55b53139fbfcc82624c3f5416282fbcae3b44538929a4a430ac6a9ce6e2e
2-21,0,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,c4655a5bc81b068b7dc41acc89a4d745b5d0830594ee78c80ceffb330f2ce64b
2-21,1,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,0fc0c09e0e4b2446eac63164ebe28565e494f658b3c5dd22ef094ca8c735d989
2-21,2,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,e816fed72a681f5bc5d8c5587a16555d26b795ec3dcae5db98ea6dfa87e2f076
2-21,3,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,6f1d53476923f5472de0f159e43e355c3d27917b83af6d2a9236ff3d74381520
2-21,4,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,e9a8b5983338b8a4dad9c2f65c45edc0e900c524dc8c02c624f9915de63c569d
2-21,5,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain,excel -> word,partial,operation:excel.read_file|read:.xlsx,fd3bc30880bc3a2b3eeb066c8db9767e039951de8f6acf0c4f3ba4ce4bbb2b06
2-22,0,2,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,22886efc62189a5e9c4d3cb5bd891da5989344250cc09923ebbb8dda49f14071
2-22,1,2,.xlsx,.docx,excel|llm|word,excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,37a48c16bfd76728ffa290c19110f165b1e9db430eb1f3c548cd99538b162199
2-23,0,2,.pdf,.xlsx,excel|pdf,excel.create_or_update_file|pdf.read_file,evaluate_contain,pdf -> excel,partial,operation:excel.create_or_update_file|write:.xlsx,029f56dbbe20ea8ec5a59901392ee4841a52e3ff55a76ad6068ff27dadd5e587
2-23,1,2,.pdf,.xlsx,excel|pdf,excel.create_or_update_file|pdf.read_file,evaluate_contain,pdf -> excel,partial,operation:excel.create_or_update_file|write:.xlsx,cb7b96d81f03cd1ebea457178b67526b49e11214c4ea6052a91e018970073585
2-24,0,2,.xlsx,.xlsx,excel,excel.create_or_update_file|excel.read_file,evaluate_contain,excel -> excel,unsupported,operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.xlsx,2f3534c7dddd1527b85e62015eb00373df69e68bc12b788e760157c9b816be01
2-25,0,2,.docx,.docx|.pdf,pdf|shell|word,shell.command|word.convert_to_pdf|word.create_or_update_file|word.read_file,evaluate_file_exist,word -> pdf+word,partial,operation:word.convert_to_pdf|operation:word.read_file|read:.docx|write:.pdf,93b4761b71c22c18c6b8f327c9cb8118d5895516e7be8a2353f59d82a65b8b75
2-26,0,2,.pdf,.docx,pdf|word,pdf.read_file|word.create_or_update_file,evaluate_contain,pdf -> word,near_reusable_not_verified,,61246b9e8d52afe2fab138ffff96a05733d8de96ad89052f379b7630334c2f14
2-26,1,2,.pdf,.docx,pdf|word,pdf.read_file|word.create_or_update_file,evaluate_contain,pdf -> word,near_reusable_not_verified,,2abe09a964d26cb0a3c958fc3cd4d520de34475d264c8e62eabc88aa4fdc961d
2-26,2,2,.pdf,.docx,pdf|word,pdf.read_file|word.create_or_update_file,evaluate_contain,pdf -> word,near_reusable_not_verified,,c6a0401797a276fb4498dd5abf96feaaa16f28771f722a5c2faa30e01ba15f8c
2-26,3,2,.pdf,.docx,pdf|word,pdf.read_file|word.create_or_update_file,evaluate_contain,pdf -> word,near_reusable_not_verified,,e5c57620014410df277c39f8fc16aa2ad1b2b93c0d076bd624bc7d3e163e222f
2-27,0,2,.pdf,.ics,calendar|pdf,calendar.create_event|pdf.read_file,evaluate_contain,pdf -> calendar,partial,operation:calendar.create_event|write:.ics,e22d6878cff178ae8f45fa2822fd00e747afc6b1f9e09449993218de874e3738
2-29,0,2,.pdf,.ics,calendar|ocr|pdf,calendar.create_event|ocr.recognize_file|pdf.read_file,evaluate_contain,pdf -> calendar,partial,operation:calendar.create_event|operation:ocr.recognize_file|write:.ics,5eff7d5eb84fbab52f4359f34883c09bc1cdfb1358e9f1bd71e3a7f0c9cd5bd2
2-3,0,2,.pdf,.jpg,pdf,pdf.convert_to_image|pdf.read_file,evaluate_file_exist,pdf -> ocr,partial,operation:pdf.convert_to_image|write:.jpg,a0a9280f6b2eee40f3bf88b3e8138578103f30ea836041c82281e6e7506a77e1
2-30,0,2,.docx,.docx,shell|word,shell.command|word.create_or_update_file|word.read_file,evaluate_file_exist,word -> word,partial,operation:word.read_file|read:.docx,c375ed0c10f330befb2fe21c57913a443638141b5328d3447faa6679f54a1217
2-31,0,2,.jpg|.png,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|read:.png|write:.txt,5a2714fef5e210964d32e43f863673d1252b5bf4e2cd70955aa2ce55c34f166d
2-31,1,2,.jpg|.png,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|read:.png|write:.txt,4b32a9fb783c76cdb41e07f432f998d76f8d03cd7c9663d992b21106ec90cba9
2-31,2,2,.jpg|.png,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|read:.png|write:.txt,9f6dd6c5242eb43f1e8fd0a222ec8716672044776c8bb6621653c96b7b5f512b
2-31,3,2,.jpg|.png,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|read:.png|write:.txt,e52f32d2a2e579d5c3039dc73d721bc5c2d334479b5323ae0b3519dbc7e1ce66
2-31,4,2,.jpg|.png,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|read:.png|write:.txt,ba45d4e733a2a948884428e7a0f20d984f192188079e4982f0a8b09bf31cb018
2-32,0,2,.jpg,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|write:.txt,ffd52ebb66e795a39dd3b148e74ef6e4e9da67a3fb19d19f6f5cd50ed1d6841b
2-32,1,2,.jpg,.txt,ocr,ocr.recognize_file|shell.command,evaluate_contain,ocr -> text,unsupported,operation:ocr.recognize_file|read:.jpg|write:.txt,a2376bce5ce4e89dc7807102512680fedd83973f2d34ad5ca15e9436da135ed6
2-33,0,2,.xlsx,.txt,excel,excel.read_file|shell.command,evaluate_contain,excel -> text,unsupported,operation:excel.read_file|read:.xlsx|write:.txt,21c1319a02bd8421ef6ce8c7c1c6f103ca4b896562acb181a867372af421d4bc
2-33,1,2,.xlsx,.txt,excel,excel.read_file|shell.command,evaluate_contain,excel -> text,unsupported,operation:excel.read_file|read:.xlsx|write:.txt,6f4249ebed5e47549fbeac5bf9027bf11d37a46a5194aa1be9c7ebd845fc8475
2-34,0,2,.xlsx,.txt,excel|llm,excel.read_file|llm.complete_text|shell.command,evaluate_contain,excel -> text,unsupported,operation:excel.read_file|read:.xlsx|write:.txt,718e214bc5f93874b332a5ea5ca5a31f3cf9a161ec1eecaeb821ceba0dc604cc
2-34,1,2,.xlsx,.txt,excel,excel.read_file|shell.command,evaluate_contain,excel -> text,unsupported,operation:excel.read_file|read:.xlsx|write:.txt,3513e89fa54d57e2537924775ae846f7367cdae7bf580e511f523b4f2f0a5750
2-35,0,2,.pdf,.txt,pdf,pdf.read_file|shell.command,evaluate_contain,pdf -> text,partial,write:.txt,0942610cb9b60e0fa66a9326e0df954ca12cbb64e4d7865207f552d3bed98055
2-35,2,2,.pdf,.txt,pdf,pdf.read_file|shell.command,evaluate_contain,pdf -> text,partial,write:.txt,580cc8d1d451892a7a9a51f4dae33248c312c6277942ad0f43c57ea0df52163d
2-36,0,2,.pdf|.png,.docx,ocr|pdf|word,ocr.recognize_file|pdf.read_file|word.create_or_update_file,evaluate_file_exist,ocr+pdf -> word,partial,operation:ocr.recognize_file|read:.png,95c314d9efc1d6c6d167eb1c277b6b8b21dabac673024d3ce712dcc315b56295
2-36,1,2,.pdf|.png,.txt,ocr|pdf,ocr.recognize_file|pdf.read_file|shell.command,evaluate_contain,ocr+pdf -> text,partial,operation:ocr.recognize_file|read:.png|write:.txt,d9f70ccb3f3cd1d769e2214cb243420cc0c149873a8a1230fab689107a090c90
2-36,2,2,.pdf|.png,.txt,ocr|pdf,ocr.recognize_file|pdf.read_file|shell.command,evaluate_contain,ocr+pdf -> text,partial,operation:ocr.recognize_file|read:.png|write:.txt,ed4359dd98ac754be59aac0ee373b200e1cc5049744d25eed83840fc81add346
2-36,3,2,.pdf|.png,.txt,llm|ocr|pdf,llm.complete_text|ocr.recognize_file|pdf.read_file|shell.command,evaluate_file_exist,ocr+pdf -> text,partial,operation:ocr.recognize_file|read:.png|write:.txt,6769d30db72421f0a816cae8d7a361a62a0d70f7d2fbdc479bfbca618143b888
2-37,1,2,.ics,.txt,calendar,calendar.list_events|shell.command,evaluate_contain,calendar -> text,unsupported,operation:calendar.list_events|read:.ics|write:.txt,5f0f0ae7d71deed2060a8e095ca85da2815afe0b29a89ddd9500c7f7b87ee551
2-37,2,2,.ics,.txt,calendar,calendar.list_events|shell.command,evaluate_contain,calendar -> text,unsupported,operation:calendar.list_events|read:.ics|write:.txt,105d9a1d2470f1cff22cdd7a97fa453f2956c03899841961d4279a3d3ed67113
2-37,3,2,.ics,.docx,calendar|word,calendar.list_events|word.create_or_update_file,evaluate_contain|evaluate_file_exist,calendar -> word,partial,operation:calendar.list_events|read:.ics,76637f7e82326359944d51a24fe1641a025905171b056ddacdef363600b4a602
2-38,0,2,.docx|.pdf,.eml,email|pdf|word,email.send_email|pdf.read_file|word.read_file,evaluate_contain,pdf+word -> email,partial,operation:email.send_email|operation:word.read_file|read:.docx|write:.eml,7cc63a89366f3ac3cd9e25e52d7e2dc190168a9e76fa11b9d742d1f79ee9d68b
2-38,1,2,.docx|.pdf,.eml,email|pdf|word,email.send_email|pdf.read_file|word.read_file,evaluate_contain,pdf+word -> email,partial,operation:email.send_email|operation:word.read_file|read:.docx|write:.eml,d8455611e4a1fde881df3a4909a783df0782bcc034ebd0f955c92793436bb7e9
2-38,2,2,.docx|.pdf,.eml,email|pdf|word,email.send_email|pdf.read_file|word.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain,pdf+word -> email,partial,operation:email.send_email|operation:word.read_file|read:.docx|write:.eml,b43d50964d6d409252518bd94cb4d27d311aaee4d9bdd808bcac8539ce773d52
2-39,0,2,.eml,.docx,email|word,email.read_email|word.create_or_update_file,evaluate_file_exist,email -> word,partial,operation:email.read_email|read:.eml,95f493ccb030ca1a639b4fa6e28d83b85c5fd7ce077cb314fbc88b4ea7aed86b
2-39,1,2,.eml,.docx,email|word,email.read_email|word.create_or_update_file,evaluate_file_exist,email -> word,partial,operation:email.read_email|read:.eml,4878c76ba77d7cb937bcb5545ad7e1a2dc2687bbda58cca3d98f2e7152bd46d7
2-39,2,2,.eml,.pdf,email|pdf,email.read_email|pdf.create_or_transform,evaluate_contain|evaluate_file_exist,email -> pdf,unsupported,operation:email.read_email|operation:pdf.create_or_transform|read:.eml|write:.pdf,d2f330863dda1b96fdf6f2e5d7730ec324df24e4a718bda15e1b5a2b14bfc5fb
2-39,3,2,.eml,.docx,email|word,email.read_email|word.create_or_update_file,evaluate_contain|evaluate_file_exist,email -> word,partial,operation:email.read_email|read:.eml,9ec7158109f031f900fc580cdfa95756e547fd7af4c61a589ba3c5716a29ec75
2-39,4,2,.eml,.pdf,email|pdf,email.read_email|pdf.create_or_transform,evaluate_contain|evaluate_file_exist|evaluate_not_contain,email -> pdf,unsupported,operation:email.read_email|operation:pdf.create_or_transform|read:.eml|write:.pdf,454bd304db374f5861d5736e3fbc30acb5ca31f9ba3a05bde10d1725de7d1f60
2-40,0,2,.ics,.eml,calendar|email,calendar.list_events|email.send_email,evaluate_contain,calendar -> email,unsupported,operation:calendar.list_events|operation:email.send_email|read:.ics|write:.eml,4a1b0cbd481c091be75a14ffc9ad3ee61e7249be94f614087637eef3cafae37c
2-40,1,2,.ics,.eml,calendar|email,calendar.list_events|email.send_email,evaluate_contain|evaluate_not_contain,calendar -> email,unsupported,operation:calendar.list_events|operation:email.send_email|read:.ics|write:.eml,e8703bb30499fa4128a99dbdf22d8bc6d71314a573e2da4723cee73ddf708e74
2-40,2,2,.ics,.eml,calendar|email,calendar.list_events|email.send_email,evaluate_contain|evaluate_not_contain,calendar -> email,unsupported,operation:calendar.list_events|operation:email.send_email|read:.ics|write:.eml,f7e90e0e0fef8993f9e356d7ea5a8337399daa28ee56d66fd9567fb843d792cf
2-40,3,2,.ics,.eml,calendar|email,calendar.list_events|email.send_email,evaluate_contain|evaluate_contain|evaluate_not_contain|evaluate_not_contain,calendar -> email,unsupported,operation:calendar.list_events|operation:email.send_email|read:.ics|write:.eml,89b661652251e936fcf69bba83167e96e14c96c0702f2b9a552c822574c8c330
2-41,0,2,.eml,.ics,calendar|email,calendar.create_event|email.read_email,evaluate_file_exist,email -> calendar,unsupported,operation:calendar.create_event|operation:email.read_email|read:.eml|write:.ics,60d0fdd0e901cacdd4ca4ae421a237105904c403945f962f73e35ee313be8379
2-41,1,2,.eml,.ics,calendar|email,calendar.create_event|email.read_email,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,email -> calendar,unsupported,operation:calendar.create_event|operation:email.read_email|read:.eml|write:.ics,73b15b62c39412136568eecb5e13cca374c0b7f070635311438107defd078445
2-41,2,2,.eml,.eml|.ics,calendar|email,calendar.create_event|email.read_email|email.send_email,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,email -> calendar+email,unsupported,operation:calendar.create_event|operation:email.read_email|operation:email.send_email|read:.eml|write:.eml|write:.ics,a8986eea1db721198412d567e36b037714d851899129115efa8a60dd7ea8c201
2-42,0,2,.eml,.xlsx,email|excel,email.read_email|excel.create_or_update_file,evaluate_excel_cell_value|evaluate_file_exist,email -> excel,unsupported,operation:email.read_email|operation:excel.create_or_update_file|read:.eml|write:.xlsx,9df7875b78ca08602fd26c187af378835109d6ff11073bd58557ba3c8ee58cac
2-43,0,2,.xlsx,.eml,email|excel,email.send_email|excel.read_file,evaluate_contain,excel -> email,unsupported,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,be5c61c70c4733d596a73ed403fdb1fc90c90f7952aad2e06056399f531eebc0
2-43,1,2,.xlsx,.eml,email|excel,email.send_email|excel.read_file,evaluate_contain|evaluate_contain,excel -> email,unsupported,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,1af3ec877c9bfe469fef7c02c66ad88b611e60acae985cd7238123c7d50a41d1
2-44,0,2,.eml,.xlsx,email|excel,email.read_email|excel.create_or_update_file,evaluate_contain|evaluate_file_exist,email -> excel,unsupported,operation:email.read_email|operation:excel.create_or_update_file|read:.eml|write:.xlsx,aadfef52e5f8582be50f96ca7f04f26424abe9450a55389b5160134be249bdc0
2-45,0,2,.jpg,.eml,email|ocr,email.send_email|ocr.recognize_file,evaluate_contain|evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml,9fb87f3960165f26754df017c4c6fa5dbfb31d74a777b3ed8e2b5c386a6f5e23
2-45,1,2,.jpg,.eml,email|ocr,email.send_email|ocr.recognize_file,evaluate_contain|evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml,ab2844ccbc1e9ec0077c63612693c1cafa94dfe8a84b3e9d903db6eb77cf3fe2
2-45,2,2,.jpg,.eml,calendar|email|ocr,email.send_email|ocr.recognize_file,evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml,6402d8cdcf7fe274aed2c4b9ff93182da98ec50830d87d660cdfefd904800dcc
2-46,0,2,.eml,.pdf,email|pdf,email.read_email|pdf.create_or_transform,evaluate_file_exist,email -> pdf,unsupported,operation:email.read_email|operation:pdf.create_or_transform|read:.eml|write:.pdf,fd862759eab4c0629314667f3a823dd83be0d532998ea8d9e63d80f5ee58141c
2-48,0,2,.ics,.xlsx,calendar|excel,calendar.list_events|excel.create_or_update_file,evaluate_excel_cell_value|evaluate_file_exist,calendar -> excel,unsupported,operation:calendar.list_events|operation:excel.create_or_update_file|read:.ics|write:.xlsx,4cdce94661ae2ac2c5659691b96804b7158de96fd7b710bd0a603d94fa7b2069
2-49,0,2,.eml,.xlsx,email|excel,email.read_email|excel.create_or_update_file,evaluate_excel_cell_value|evaluate_file_exist,email -> excel,unsupported,operation:email.read_email|operation:excel.create_or_update_file|read:.eml|write:.xlsx,3b02adffb9188032fe595e0cc78c4d23d340cc2b99a95e6f96bc60dc8a6453bd
2-5,0,2,.jpg|.pdf,.txt,ocr|pdf,ocr.recognize_file|pdf.read_file|shell.command,evaluate_contain,ocr+pdf -> text,partial,operation:ocr.recognize_file|read:.jpg|write:.txt,57c779ddec053f4c00f43a89b21df3720a2e51ead303d87babe4eb25d461f8c6
2-50,0,2,.eml,.xlsx,email|excel,email.read_email|excel.create_or_update_file,evaluate_excel_cell_value|evaluate_file_exist,email -> excel,unsupported,operation:email.read_email|operation:excel.create_or_update_file|read:.eml|write:.xlsx,34b2463b95a3449436a02b95c5aa15b824a4d40dcf6012a0f8e99dcab19e1b7d
2-6,0,2,.jpg,.docx,ocr|pdf|word,ocr.recognize_file|word.create_or_update_file,evaluate_contain,ocr -> word,partial,operation:ocr.recognize_file|read:.jpg,9bd4567a89b0c09934815bbba21b419d4622fe8f662f8951c6bb3eccd7a87f3a
2-7,0,2,.pdf,.docx,llm|pdf|word,llm.complete_text|pdf.read_file|word.create_or_update_file,evaluate_file_exist,pdf -> word,near_reusable_not_verified,,f2d2961f5d95d047f56b660fc6becff98bf7c21e5d3f1c8518e52bf4de963712
2-8,0,2,.jpg|.png,.xlsx,excel|ocr,excel.create_or_update_file|ocr.recognize_file,evaluate_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.xlsx,962238fa421e8267b9d08018534532215cc96f2cd4b2d834a1424748a6b7cdc6
2-8,1,2,.jpg|.png,.xlsx,excel|ocr,excel.create_or_update_file|ocr.recognize_file,evaluate_contain|evaluate_not_contain,ocr -> excel,unsupported,operation:excel.create_or_update_file|operation:ocr.recognize_file|read:.jpg|read:.png|write:.xlsx,d86536dd3c94d3b9860168574406f0473181cbf75c32a104ddc5475ad413adfe
3-1,0,3,.xlsx,.eml|.pdf,email|excel|pdf,email.send_email|excel.convert_to_pdf|excel.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist,excel -> email+pdf,unsupported,operation:email.send_email|operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.eml|write:.pdf,7bb3269e6c97f835a39c77b21749898afbbfd58629afc42b265fe7de7c021b5b
3-10,0,3,.eml,.pdf,email|pdf|shell,email.read_email|pdf.create_or_transform|shell.command,evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist|evaluate_file_exist,email -> pdf,unsupported,operation:email.read_email|operation:pdf.create_or_transform|read:.eml|write:.pdf,56dfc32e0590c7d74f3c26571ef47f448da8c9ec322fe65861167adef9a75d64
3-100,0,3,.xlsx,.eml|.xlsx,email|excel,email.send_email|excel.create_or_update_file|excel.read_file,evaluate_contain|evaluate_file_exist,excel -> email+excel,unsupported,operation:email.send_email|operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.eml|write:.xlsx,484003735b9b9ed0d4f46f75d2fa382ef71a0a1f154c48234c11e7dbbac51b44
3-11,0,3,.jpg,.eml|.txt,email|ocr|shell,email.send_email|ocr.recognize_file|shell.command,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,ocr -> email+text,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml|write:.txt,aa028691cc02db21a683fb6ab94f9c2d1528b55703dd09f755a92365c09a3c0b
3-12,0,3,.jpg,.eml|.pdf,email|ocr|pdf,email.send_email|ocr.recognize_file|pdf.create_or_transform,evaluate_contain|evaluate_contain|evaluate_file_exist,ocr -> email+pdf,unsupported,operation:email.send_email|operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.eml|write:.pdf,1b69fbfc4025edad769dd5354a7cf2d03050870bb4c7ccf8a4b2e5f4e8fb658a
3-12,1,3,.jpg,.eml|.pdf,email|llm|ocr|pdf,email.send_email|llm.complete_text|ocr.recognize_file|pdf.create_or_transform,evaluate_contain|evaluate_contain|evaluate_file_exist,ocr -> email+pdf,unsupported,operation:email.send_email|operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.jpg|write:.eml|write:.pdf,e0f04da59b5001d00b03096635833f1eba540d59399b744a68312536e8ccc34b
